DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
202013922,08/27/2020 12:00:00 AM,08/27/2020 12:00:00 AM,0830,20,Olympic,2031,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344 2032,21,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,700 S  MANHATTAN                    PL,,34.0581,-118.3102
201615829,12/19/2020 12:00:00 AM,12/16/2020 12:00:00 AM,1500,16,Foothill,1684,1,210,ROBBERY,0444 0344,0,M,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,7900    LAUREL CANYON                BL,,34.2139,-118.3965
212010607,06/19/2021 12:00:00 AM,06/17/2021 12:00:00 AM,2330,20,Olympic,2031,1,310,BURGLARY,1822 0344,21,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,700 S  MANHATTAN                    PL,,34.0581,-118.3102
210110840,05/25/2021 12:00:00 AM,05/25/2021 12:00:00 AM,1905,01,Central,0145,1,450,THEFT FROM PERSON - ATTEMPT,1822 0345 0444 0400 1501,36,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,450,,,,100 E  5TH                          ST,,34.0471,-118.2474
210613207,07/23/2021 12:00:00 AM,07/23/2021 12:00:00 AM,2145,06,Hollywood,0625,2,624,BATTERY - SIMPLE ASSAULT,0913 0416 0446 0552,22,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,6900    LOS TILOS                    RD,,34.1091,-118.3431
201908231,03/30/2020 12:00:00 AM,03/30/2020 12:00:00 AM,2000,19,Mission,1998,2,906,FIREARMS RESTRAINING ORDER (FIREARMS RO),3011 3037 3034 3028 3102 4026,28,F,W,108,PARKING LOT,,,IC,Invest Cont,906,,,,7800    NOLLAN                       PL,,34.2128,-118.445
220614831,08/18/2022 12:00:00 AM,08/17/2020 12:00:00 AM,1200,06,Hollywood,0666,2,354,THEFT OF IDENTITY,1822 1501 0930 2004,28,M,H,102,SIDEWALK,,,IC,Invest Cont,354,,,,1900    TRANSIENT,,34.0944,-118.3277
210504644,01/17/2021 12:00:00 AM,01/17/2021 12:00:00 AM,0820,05,Harbor,0516,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0344 1309 1822,51,F,H,102,SIDEWALK,102,HAND GUN,IC,Invest Cont,230,920,,,ISLAND                       AV,DENNI                        ST,33.7848,-118.2664
211913318,09/14/2021 12:00:00 AM,08/21/2021 12:00:00 AM,1410,19,Mission,1993,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,36,M,W,101,STREET,,,IC,Invest Cont,341,,,,8000 N  SEPULVEDA                    BL,,34.217,-118.4659
201420127,11/10/2020 12:00:00 AM,11/08/2020 12:00:00 AM,1300,14,Pacific,1487,1,480,BIKE - STOLEN,0344,34,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,480,,,,8800 S  SEPULVEDA                    BL,,33.9568,-118.3962
201810632,05/04/2020 12:00:00 AM,05/04/2020 12:00:00 AM,1530,18,Southeast,1804,2,624,BATTERY - SIMPLE ASSAULT,0444 1300 1822 1218,18,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,MANCHESTER                   AV,AVALON                       BL,33.9602,-118.2651
210909012,05/07/2021 12:00:00 AM,05/05/2021 12:00:00 AM,1000,09,Van Nuys,0915,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1420 0344,44,M,H,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,,7000    LENNOX                       AV,,34.1976,-118.4455
202115664,11/05/2020 12:00:00 AM,09/03/2020 12:00:00 AM,1400,21,Topanga,2139,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1501,30,M,X,203,OTHER BUSINESS,,,AO,Adult Other,668,,,,19700    SHERMAN                      WY,,34.2011,-118.5713
210515175,10/22/2021 12:00:00 AM,10/22/2021 12:00:00 AM,1800,05,Harbor,0528,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,0417 1212 0917 1816 0906 1822,30,M,H,121,YARD (RESIDENTIAL/BUSINESS),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,231,,,,1100 E  ROBIDOUX                     ST,,33.7883,-118.2498
210616463,09/26/2021 12:00:00 AM,09/21/2021 12:00:00 AM,1400,06,Hollywood,0667,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1400 N  BRONSON                      AV,,34.0958,-118.318
210215328,09/27/2021 12:00:00 AM,09/27/2021 12:00:00 AM,1000,02,Rampart,0249,2,624,BATTERY - SIMPLE ASSAULT,1259 1251 2024 0342 0913 1824 0416 0446 0417,14,F,H,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,624,,,,300    LUCAS                        AV,,34.0582,-118.2617
202013106,08/06/2020 12:00:00 AM,08/06/2020 12:00:00 AM,0530,20,Olympic,2011,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,51,F,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,440,,,,100 S  WILTON                       PL,,34.0728,-118.3135
201908682,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,2221,19,Mission,1961,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416,11,M,H,503,HOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,,,,9400    SEPULVEDA                    BL,,34.2427,-118.4702
211913824,09/29/2021 12:00:00 AM,09/29/2021 12:00:00 AM,0110,19,Mission,1974,2,901,VIOLATION OF RESTRAINING ORDER,1402 2038,35,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901,998,,,9000    CEDROS                       AV,,34.2336,-118.4535
201419812,11/06/2020 12:00:00 AM,11/06/2020 12:00:00 AM,1910,14,Pacific,1435,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 2004,48,M,H,108,PARKING LOT,,,IC,Invest Cont,740,,,,12100    VENICE                       BL,,34.0039,-118.4334
211809743,04/30/2021 12:00:00 AM,04/26/2021 12:00:00 AM,1900,18,Southeast,1841,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,104TH,FIGUEROA,33.9416,-118.2826
210404224,01/04/2021 12:00:00 AM,12/27/2020 12:00:00 AM,1130,04,Hollenbeck,0438,1,310,BURGLARY,0344,61,F,H,504,OTHER RESIDENCE,,,IC,Invest Cont,310,,,,2900    WARWICK                      AV,,34.0785,-118.1661
211111601,08/06/2021 12:00:00 AM,08/05/2021 12:00:00 AM,0300,11,Northeast,1137,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300 0913,73,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,400 N  AVE 56,,34.1109,-118.2016
202105280,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1800,21,Topanga,2189,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,20500    VENTURA                      BL,,34.1683,-118.5787
201904694,01/16/2020 12:00:00 AM,01/15/2020 12:00:00 AM,2130,19,Mission,1901,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,FOOTHILL,BALBOA,34.3193,-118.4871
210205056,01/12/2021 12:00:00 AM,10/14/2020 12:00:00 AM,1200,02,Rampart,0237,2,354,THEFT OF IDENTITY,0930 0100,37,M,W,733,BAR/SPORTS BAR (OPEN DAY & NIGHT),,,IC,Invest Cont,354,,,,300    WELCOME                      ST,,34.0656,-118.2621
212110553,06/25/2021 12:00:00 AM,06/24/2021 12:00:00 AM,1150,21,Topanga,2146,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,7000    ALABAMA                      AV,,34.1974,-118.599
211311817,06/27/2021 12:00:00 AM,06/27/2021 12:00:00 AM,2214,13,Newton,1342,1,210,ROBBERY,1309 0344 0416 1822 0916,22,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,3800    TRINITY                      ST,,34.0112,-118.2702
210905197,02/01/2021 12:00:00 AM,01/30/2021 12:00:00 AM,1700,09,Van Nuys,0923,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,LESTER                       AV,LEMAY                        ST,34.1903,-118.4574
210715212,11/05/2021 12:00:00 AM,10/02/2021 12:00:00 AM,1925,07,Wilshire,0713,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1813 0421 2000,57,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,,,,400 N  STANLEY                      AV,,34.0782,-118.3563
202011797,07/06/2020 12:00:00 AM,07/04/2020 12:00:00 AM,2030,20,Olympic,2002,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 0209,0,X,X,301,GAS STATION,,,IC,Invest Cont,740,,,,4600    BEVERLY                      BL,,34.0799,-118.3113
220904758,01/22/2022 12:00:00 AM,12/27/2021 12:00:00 AM,2000,09,Van Nuys,0946,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,13800    BURBANK                      BL,,34.1721,-118.4334
211007479,04/27/2021 12:00:00 AM,04/27/2021 12:00:00 AM,1230,10,West Valley,1039,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1822,59,M,H,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,16100    VICTORY                      BL,,34.1903,-118.48
210714981,10/29/2021 12:00:00 AM,10/24/2021 12:00:00 AM,1815,07,Wilshire,0722,1,330,BURGLARY FROM VEHICLE,0344,31,M,W,727,SHOPPING MALL (COMMON AREA),,,IC,Invest Cont,330,,,,100 N  LA CIENEGA                   BL,,34.0734,-118.3765
210407324,04/04/2021 12:00:00 AM,04/04/2021 12:00:00 AM,0150,04,Hollenbeck,0415,1,210,ROBBERY,1822 0337 0344,49,M,H,108,PARKING LOT,206,SWITCH BLADE,IC,Invest Cont,210,,,,2800 N  BROADWAY,,34.0762,-118.2119
201407385,02/03/2020 12:00:00 AM,02/02/2020 12:00:00 AM,2000,14,Pacific,1449,1,330,BURGLARY FROM VEHICLE,1606 0344,31,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,3800    MCLAUGHLIN                   AV,,34.0086,-118.4246
211104687,01/21/2021 12:00:00 AM,01/21/2020 12:00:00 AM,0300,11,Northeast,1151,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),,,IC,Invest Cont,745,,,,4800 W  SUNSET                       BL,,34.0982,-118.2943
201513536,08/05/2020 12:00:00 AM,08/04/2020 12:00:00 AM,0730,15,N Hollywood,1557,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,4900    CARTWRIGHT                   AV,,34.1595,-118.3637
210105935,02/12/2021 12:00:00 AM,02/10/2021 12:00:00 AM,2100,01,Central,0182,1,310,BURGLARY,1822 0344 1606,25,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,1200 S  FIGUEROA                     ST,,34.0416,-118.2671
211420463,10/25/2021 12:00:00 AM,10/25/2021 12:00:00 AM,0700,14,Pacific,1446,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,12200    PACIFIC                      AV,,34.0027,-118.4328
211811952,06/13/2021 12:00:00 AM,06/13/2021 12:00:00 AM,2130,18,Southeast,1831,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1300 0302 1310 1312 0432 1240 1257 1822,4,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,124TH                        ST,DENVER                       ST,33.9201,-118.2847
201313153,06/30/2020 12:00:00 AM,06/30/2020 12:00:00 AM,0930,13,Newton,1395,1,210,ROBBERY,0444 0344 1822,0,X,X,248,CELL PHONE STORE,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,210,,,,400 E  FLORENCE                     AV,,33.9784,-118.263
211422699,12/09/2021 12:00:00 AM,12/09/2021 12:00:00 AM,1220,14,Pacific,1479,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,37,F,W,121,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,440,,,,7800    HINDRY                       AV,,33.9657,-118.3742
210514410,10/02/2021 12:00:00 AM,10/02/2021 12:00:00 AM,1030,05,Harbor,0566,2,900,VIOLATION OF COURT ORDER,2038 2000 1814 2004 0913,40,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900,,,,1200 S  PALOS VERDES                 ST,,33.7324,-118.2814
201713754,09/29/2020 12:00:00 AM,08/01/2020 12:00:00 AM,1200,17,Devonshire,1767,2,354,THEFT OF IDENTITY,1822 0928,74,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9600    ONEAL                        CT,,34.245,-118.5289
220210257,05/12/2022 12:00:00 AM,05/12/2021 12:00:00 AM,1630,02,Rampart,0256,2,813,CHILD ANNOYING (17YRS & UNDER),1251 1258 0913 1817,11,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,813,,,,600 S  BURLINGTON                   AV,,34.058,-118.2715
210716063,11/27/2021 12:00:00 AM,11/21/2021 12:00:00 AM,1400,07,Wilshire,0758,2,354,THEFT OF IDENTITY,0930,35,F,A,101,STREET,,,IC,Invest Cont,354,,,,1200 S  WINDSOR                      BL,,34.0486,-118.3292
201513294,07/29/2020 12:00:00 AM,07/29/2020 12:00:00 AM,2010,15,N Hollywood,1591,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0443 2004,57,M,H,727,SHOPPING MALL (COMMON AREA),511,VERBAL THREAT,IC,Invest Cont,930,,,,12200 W  VENTURA                      BL,,34.1432,-118.3986
221506529,03/03/2022 12:00:00 AM,12/01/2021 12:00:00 AM,0800,15,N Hollywood,1565,2,354,THEFT OF IDENTITY,1822,36,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,11300    MOORPARK                     ST,,34.1504,-118.3769
201817027,09/10/2020 12:00:00 AM,09/10/2020 12:00:00 AM,2145,18,Southeast,1827,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0447 1822 1218,53,F,H,103,ALLEY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,,,,95TH                         ST,ANZAC,33.9506,-118.2375
201610419,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,2000,16,Foothill,1642,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,36,F,H,101,STREET,,,IC,Invest Cont,420,,,,13000    GLAMIS                       ST,,34.2555,-118.4185
201910095,05/21/2020 12:00:00 AM,03/17/2020 12:00:00 AM,0317,19,Mission,1902,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,31,M,H,108,PARKING LOT,,,IC,Invest Cont,420,,,,15100    ROXFORD                      ST,,34.3198,-118.4622
201316902,09/13/2020 12:00:00 AM,09/13/2020 12:00:00 AM,0300,13,Newton,1361,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,300 W  47TH                         ST,,34.0011,-118.2789
211110440,07/05/2021 12:00:00 AM,06/17/2021 12:00:00 AM,2200,11,Northeast,1141,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,41,M,W,101,STREET,,,IC,Invest Cont,331,,,,1900 N  BERENDO                      ST,,34.1054,-118.294
211109673,06/16/2021 12:00:00 AM,06/15/2021 12:00:00 AM,2025,11,Northeast,1195,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0416 1814,21,F,W,714,DODGER STADIUM,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,1000    VIN SCULLY                   AV,,34.0724,-118.2467
211217570,08/12/2021 12:00:00 AM,08/12/2021 12:00:00 AM,1200,12,77th Street,1269,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1309 1310 1312 0400 2000,22,F,B,101,STREET,307,VEHICLE,AO,Adult Other,230,,,,80TH                         ST,WADSWORTH,33.9665,-118.2586
210412665,09/08/2021 12:00:00 AM,09/08/2021 12:00:00 AM,0600,04,Hollenbeck,0487,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1307 2004,28,F,H,101,STREET,,,IC,Invest Cont,745,,,,3700 E  8TH                          ST,,34.0276,-118.2146
201416213,07/25/2020 12:00:00 AM,07/25/2020 12:00:00 AM,1640,14,Pacific,1427,2,624,BATTERY - SIMPLE ASSAULT,0416 0561 0421,68,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,3300 S  SEPULVEDA                    BL,,34.0226,-118.4248
212007231,02/13/2021 12:00:00 AM,01/28/2021 12:00:00 AM,1341,20,Olympic,2001,2,354,THEFT OF IDENTITY,0100 1822,31,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,400 N  VAN NESS                     AV,,34.0785,-118.3157
201817878,09/27/2020 12:00:00 AM,09/19/2020 12:00:00 AM,1930,18,Southeast,1863,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344,50,F,H,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,341,,,,11600    AVALON                       BL,,33.9283,-118.2652
202104312,01/07/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1330,21,Topanga,2172,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,39,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,23200    VENTURA                      BL,,34.1626,-118.6309
211112821,09/09/2021 12:00:00 AM,08/08/2021 12:00:00 AM,1245,11,Northeast,1124,2,354,THEFT OF IDENTITY,0100 1822,29,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3400    DREW                         ST,,34.1208,-118.2418
210717153,12/20/2021 12:00:00 AM,12/20/2021 12:00:00 AM,1904,07,Wilshire,0719,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394,44,M,W,504,OTHER RESIDENCE,,,IC,Invest Cont,440,,,,500 N  LUCERNE                      BL,,34.079,-118.3248
210105133,01/26/2021 12:00:00 AM,01/25/2021 12:00:00 AM,1300,01,Central,0138,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 0913 1266 0917 0445 2004,31,M,X,406,OTHER STORE,204,FOLDING KNIFE,AO,Adult Other,230,,,,400 E  3RD                          ST,,34.0473,-118.2424
210309541,04/29/2021 12:00:00 AM,04/29/2021 12:00:00 AM,0030,03,Southwest,0331,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0913 0216 0416,30,F,H,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,3000 S  LA BREA                      AV,,34.0264,-118.3543
210813415,08/29/2021 12:00:00 AM,08/28/2021 12:00:00 AM,1800,08,West LA,0889,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0500 0913 1820 1206,30,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,815,,,,2000 S  SHENANDOAH                   ST,,34.0418,-118.3848
211812402,06/22/2021 12:00:00 AM,06/22/2021 12:00:00 AM,0700,18,Southeast,1824,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0417 0416 2000 0913 1813 1276 2002 0444,34,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,,600 E  98TH                         ST,,33.9474,-118.2652
202013579,08/18/2020 12:00:00 AM,08/13/2020 12:00:00 AM,0100,20,Olympic,2014,2,860,BATTERY WITH SEXUAL CONTACT,0913 1810 0522 0545,49,M,O,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860,,,,4000 W  2ND                          ST,,34.0712,-118.3016
211510574,06/15/2021 12:00:00 AM,06/14/2021 12:00:00 AM,2000,15,N Hollywood,1532,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0344,32,M,O,504,OTHER RESIDENCE,,,IC,Invest Cont,331,,,,12200    BURBANK                      BL,,34.1797,-118.4014
210513752,09/15/2021 12:00:00 AM,09/15/2021 12:00:00 AM,1530,05,Harbor,0514,1,210,ROBBERY,1026 0326 1309 1822 0355 0443 0906,24,M,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,210,,,,FIGUEROA,M                            ST,33.7886,-118.2808
201404274,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2219,14,Pacific,1476,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1501,62,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,6400 W  84TH                         ST,,33.9629,-118.3993
211713509,10/08/2021 12:00:00 AM,10/07/2021 12:00:00 AM,2330,17,Devonshire,1752,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0416 0913,43,F,O,507,CONDOMINIUM/TOWNHOUSE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,21200    LASSEN                       ST,,34.2536,-118.5913
211225183,12/16/2021 12:00:00 AM,12/16/2021 12:00:00 AM,0600,12,77th Street,1242,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,6500    4TH                          AV,,33.98,-118.3216
211310450,05/30/2021 12:00:00 AM,05/30/2021 12:00:00 AM,1140,13,Newton,1367,2,624,BATTERY - SIMPLE ASSAULT,0416,11,M,B,511,PROJECT/TENEMENT/PUBLIC HOUSING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,5200    STAUNTON                     AV,,33.9946,-118.2418
211008516,05/28/2021 12:00:00 AM,05/27/2021 12:00:00 AM,1930,10,West Valley,1049,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,M,W,109,PARK/PLAYGROUND,,,IC,Invest Cont,740,,,,6300    WOODLEY                      AV,,34.1822,-118.4836
210205700,02/13/2021 12:00:00 AM,02/13/2021 12:00:00 AM,0005,02,Rampart,0271,1,330,BURGLARY FROM VEHICLE,1822 0344 0358,30,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,2300    JAMES M WOOD                 BL,,34.0543,-118.2809
212007095,03/01/2021 12:00:00 AM,03/01/2021 12:00:00 AM,1615,20,Olympic,2027,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1606 0377,67,F,K,301,GAS STATION,,,IC,Invest Cont,331,,,,3300 W  6TH                          ST,,34.0636,-118.2947
211114288,10/18/2021 12:00:00 AM,10/13/2021 12:00:00 AM,2300,11,Northeast,1142,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 1300 0344,45,M,H,108,PARKING LOT,,,IC,Invest Cont,331,,,,4500    LOS FELIZ                    BL,,34.1118,-118.2879
201812009,06/02/2020 12:00:00 AM,06/02/2020 12:00:00 AM,0400,18,Southeast,1803,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8700 S  SAN PEDRO                    ST,,33.9591,-118.2695
212015461,10/08/2021 12:00:00 AM,10/08/2021 12:00:00 AM,1305,20,Olympic,2035,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 0417 1251 1258,15,F,H,721,HIGH SCHOOL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700 S  CATALINA                     ST,,34.0598,-118.2979
211809175,04/16/2021 12:00:00 AM,04/16/2021 12:00:00 AM,2215,18,Southeast,1846,2,886,DISTURBING THE PEACE,1212 0319 0432 1822,0,X,X,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,886,,,,114TH                        ST,PARMELEE                     AV,0,0
201817357,09/12/2020 12:00:00 AM,09/12/2020 12:00:00 AM,0030,18,Southeast,1871,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 1822,21,F,B,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,,,,ROSECRANS,VERMONT,33.9019,-118.2916
231808869,04/04/2023 12:00:00 AM,12/01/2020 12:00:00 AM,2300,18,Southeast,1826,2,354,THEFT OF IDENTITY,1822 0100 0930 0929,41,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,9900    COMPTON                      AV,,33.9467,-118.2463
201516878,10/27/2020 12:00:00 AM,10/27/2020 12:00:00 AM,0400,15,N Hollywood,1543,1,210,ROBBERY,0344 1218 0432 1822 0345 0355 1012,28,M,H,101,STREET,511,VERBAL THREAT,IC,Invest Cont,210,,,,CHANDLER,HERMITAGE,34.1687,-118.4003
221204059,12/07/2021 12:00:00 AM,12/05/2021 12:00:00 AM,1500,12,77th Street,1231,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0385,62,F,B,104,DRIVEWAY,,,IC,Invest Cont,331,,,,W  64TH                         ST,FAIR                         PL,33.9817,-118.3533
201412163,06/11/2020 12:00:00 AM,06/11/2020 12:00:00 AM,0350,14,Pacific,1472,1,330,BURGLARY FROM VEHICLE,0344,47,M,W,101,STREET,,,IC,Invest Cont,330,,,,200    REES                         ST,,33.9569,-118.4473
211812090,06/16/2021 12:00:00 AM,06/16/2021 12:00:00 AM,0200,18,Southeast,1834,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,1100 E  107TH                        ST,,33.9393,-118.2547
202113353,08/31/2020 12:00:00 AM,08/31/2020 12:00:00 AM,1700,21,Topanga,2111,2,900,VIOLATION OF COURT ORDER,2038,37,F,W,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,900,,,,23000    SATICOY                      ST,,34.213,-118.6458
